N,exp(-2N),Holevo_Cinf,Dolinar_C1,Kennedy_null,Kennedy_optML,p_null,beta_star,p_star,GG_alpha,GG_beta,GG_K,Kennedy_null_GG,p_null_GG,Kennedy_optML_GG,beta_star_GG,p_star_GG
0.7638197135678393,0.21704741931273286,0.9657456451449016,0.9067349350002183,0.8633840061891576,0.8686164268681961,0.527397650948302,-0.9079793012829485,0.47641222179673004,4.0,2.0,256.0,0.6035553857635074,0.5066216986425732,0.6060306703911995,-0.9198504025706232,0.49840798616599646
0.773869959798995,0.21272821379880913,0.9671058783745854,0.9097773471099456,0.8674677094582439,0.8724540451078884,0.5266892012846185,-0.9127492523037851,0.4769492078423849,4.0,2.0,256.0,0.6061469291156509,0.5058378965963406,0.6083368987755153,-0.9228308818844947,0.49885878472561573
0.7839202060301508,0.20849495971582416,0.9684116886922072,0.9127241609125848,0.8714400913269296,0.8761901368106408,0.5259959368580625,-0.9175048209949294,0.4774775857997235,4.0,2.0,256.0,0.6086603971245035,0.5050656987102377,0.6105846865517773,-0.9257862469313295,0.499303116711548
0.7939704522613066,0.2043459466454021,0.9696652859745065,0.915578227284265,0.8753037150281197,0.8798269966436155,0.5253176550989748,-0.9222463457453564,0.4779973695624262,4.0,2.0,256.0,0.6110975054834897,0.504304933103842,0.6127753985657377,-0.9287317996644499,0.4997427357103971
0.8040206984924624,0.2002794982061922,0.9708687877684796,0.9183423183423699,0.8790611051239968,0.8833668792968282,0.5246541513081917,-0.9269741560341669,0.47850857950887077,4.0,2.0,256.0,0.6134599370985624,0.5035554300075661,0.6149102211026253,-0.9316929797811392,0.5001805042802124
0.8140709447236182,0.19629397137653812,0.9720242233587882,0.9210191293754535,0.8827147471976418,0.8868119999884642,0.5240052188857107,-0.9316885434013774,0.47901123691553327,4.0,2.0,256.0,0.6157493424907429,0.5028170217642329,0.6169903086182196,-0.9346411193002162,0.5006133889193671
0.8241211909547739,0.19238775583062587,0.9731335376389264,0.9236112807349144,0.8862670875926247,0.8901645349534291,0.5233706495543012,-0.9363897865162799,0.47950536868915944,4.0,2.0,256.0,0.6179673402076404,0.5020895428283463,0.6190170028071003,-0.9375488295098257,0.5010384741537727
0.8341714371859297,0.1885592732878421,0.9741985947969951,0.9261213196888883,0.8897205331990715,0.8934266219167473,0.5227502335778748,-0.9410781482558145,0.47999100572023934,4.0,2.0,256.0,0.6201155172428043,0.501372829763262,0.6209916044013646,-0.9404438951385208,0.5014587736730084
0.8442216834170855,0.1848069768750806,0.9752211818262282,0.9285517222388204,0.8930774512846726,0.8966003605533133,0.5221437599744437,-0.9457538766980436,0.4804681832065959,4.0,2.0,256.0,0.6221954294618393,0.5006667212364452,0.622915195138986,-0.9433532170859332,0.501877214770764
0.8542719296482413,0.1811293505017381,0.9762030118697549,0.9309048948991847,0.8963401693691021,0.8996878129353941,0.5215510167235233,-0.9504172003402322,0.4809369396350205,4.0,2.0,256.0,0.6242086020342774,0.49997105801298725,0.6247888338810826,-0.9462437374325531,0.5022903823333592
0.8643221758793971,0.17752490824714803,0.9771457274084817,0.9331831764408154,0.8995109751402836,0.9026910039691908,0.5209717909678399,-0.9550683209298024,0.48139731573494104,4.0,2.0,256.0,0.6261565298702753,0.4992856829475407,0.6266136238875778,-0.9491406281011544,0.5027009508247338
0.8743724221105528,0.17399219376020408,0.9780509033004114,0.9353888395983179,0.9025921164109464,0.9056119218216704,0.5204058692092353,-0.9597074480134892,0.48184935869363676,4.0,2.0,256.0,0.628040678061256,0.4986104409748191,0.628390445272336,-0.9520629062347343,0.5031109759559858
0.8844226683417086,0.170529779670931,0.9789200496792054,0.9375240927420345,0.905585801113905,0.908452518338799,0.5198530374986668,-0.9643347541662888,0.4822931161508821,4.0,2.0,256.0,0.6298624823236842,0.4979451790987959,0.6301201999570659,-0.9550110171765107,0.5035205307055152
0.8944729145728644,0.16713626701376535,0.9797546147193144,0.9395910815150311,0.9084941973344905,0.9112147094562179,0.5193130816202239,-0.9689504147588889,0.48272864126648796,4.0,2.0,256.0,0.6316233494452125,0.49728974638072737,0.631803605417398,-0.9579793888519602,0.5039291561543773
0.9045231608040202,0.1638102846623127,0.9805559872745526,0.9415918904355829,0.9113194333785766,0.9139003756033355,0.518785787269094,-0.9735545848871814,0.4831559892922596,4.0,2.0,256.0,0.6333246577324927,0.49664399392611336,0.633441676861102,-0.9609345810974356,0.5043334667092341
0.914573407035176,0.16055048877535288,0.9813254993965848,0.9435285444656305,0.9140635978746363,0.9165113621017285,0.5182709402234303,-0.9781474089210979,0.48357521889343297,4.0,2.0,256.0,0.6349677574599948,0.4960077748707005,0.6350352787056919,-0.9639080267178871,0.5047366739837996
